Depth(X),Depth(Y),Depth_dt(X),Depth_dt(Y),Tension(X),Tension(Y)
42909.48106,-6.562478819,42909.48108,0,42909.48106,238.3768431
42909.48108,-6.562478819,42909.48109,0,42909.48108,238.3768431
42909.48109,-6.562478819,42909.4811,0,42909.48109,237.8346669
42909.4811,-6.562478819,42909.48111,0,42909.4811,237.473216
42909.48111,-6.562478819,42909.48112,0,42909.48111,239.0997449
42909.48112,-6.562478819,42909.48113,0,42909.48112,237.473216
42909.48113,-6.562478819,42909.48115,0,42909.48113,238.3768431
42909.48115,-6.562478819,42909.48116,0,42909.48115,238.5575686
42909.48116,-6.562478819,42909.48117,0,42909.48116,235.6659617
42909.48117,-6.562478819,42909.48118,0,42909.48117,237.8346669
42909.48118,-6.562478819,42909.48119,0,42909.48118,236.9310397
42909.48119,-6.562478819,42909.4812,0,42909.48119,237.1117651
42909.4812,-6.562478819,42909.48122,0,42909.4812,236.9310397
42909.48122,-6.562478819,42909.48123,0,42909.48122,237.473216
42909.48123,-6.562478819,42909.48124,0,42909.48123,235.4852363
42909.48124,-6.562478819,42909.48125,0,42909.48124,237.6539414
42909.48125,-6.562478819,42909.48126,0,42909.48125,237.8346669
42909.48126,-6.562478819,42909.48127,0,42909.48126,237.1117651
42909.48127,-6.562478819,42909.48128,0,42909.48127,236.9310397
42909.48128,-6.562478819,42909.4813,0,42909.48128,235.3045108
42909.4813,-6.562478819,42909.48131,0,42909.4813,237.1117651
42909.48131,-6.562478819,42909.48132,0,42909.48131,236.0274125
42909.48132,-6.562478819,42909.48133,0,42909.48132,236.3888634
42909.48133,-6.562478819,42909.48134,0,42909.48133,236.0274125
42909.48134,-6.562478819,42909.48135,0,42909.48134,236.3888634
42909.48135,-6.562478819,42909.48137,0,42909.48135,237.1117651
42909.48137,-6.562478819,42909.48138,0,42909.48137,236.208138
42909.48138,-6.562478819,42909.48139,0,42909.48138,236.9310397
42909.48139,-6.562478819,42909.4814,0,42909.48139,236.7503143
42909.4814,-6.562478819,42909.48141,0,42909.4814,237.1117651
42909.48141,-6.562478819,42909.48142,0,42909.48141,234.94306
42909.48142,-6.562478819,42909.48144,0,42909.48142,237.473216
42909.48144,-6.562478819,42909.48145,0,42909.48144,235.4852363
42909.48145,-6.562478819,42909.48146,0,42909.48145,234.5816091
42909.48146,-6.562478819,42909.48147,0,42909.48146,235.3045108
42909.48147,-6.562478819,42909.48148,0,42909.48147,234.94306
42909.48148,-6.562478819,42909.48149,0,42909.48148,235.4852363
42909.48149,-6.562478819,42909.4815,0,42909.48149,236.3888634
